name,color,sex,country,grumpy,fearful_of_people,playful,friendly_to_people,clumsy,greedy,owner_phone,birthday
Nibbles,black,Female,Thailand,2,2,5,4,1,2,651-8212140,09/20/2012
Cerin,white,Female,France,4,4,6,6,1,7,651-7584118,01/28/2017
Sandy Claws,peaches and cream,Male,Germany,1,1,5,6,1,1,651-9009264,06/30/2011
Candy,brown,Male,Peru,2,6,4,4,4,5,651-6751590,01/25/2013
Judy,grey and brown,Male,New Zealand,6,2,3,7,2,1,651-7557315,03/01/2008
Baldwin,orange,Male,France,3,1,6,6,5,6,651-2356219,12/08/2019
Penny,peaches and cream,Male,Thailand,4,1,5,7,4,5,651-6886311,12/30/2012
Sushi,orange,Male,Germany,1,1,7,7,1,3,651-6198415,06/18/2013
Clyde,peaches and cream,Female,France,5,5,4,5,4,7,651-8251136,08/04/2009
Mungo,tabby,Male,France,5,3,5,5,5,5,651-3492912,06/29/2015
Utopia,white,Male,France,2,6,2,2,7,1,651-5761482,01/27/2014
Luke Skywhisker,orange,Female,Thailand,2,3,4,7,1,5,651-4188413,05/02/2008
Tiggy,black,Female,Germany,1,5,3,2,1,5,651-5495742,12/12/2013
Alice,tabby,Female,Australia,3,3,2,6,3,5,651-2686807,07/14/2015
Veruca,orange,Male,USA,1,1,2,6,6,4,651-6356079,01/01/2016
Elle Mcphupup,black,Female,USA,1,1,7,7,1,1,651-3737541,06/04/2007
Horatio,grey and black,Male,UK,5,3,5,2,2,2,651-8776663,01/24/2013
Cressida,butterscotch,Male,Thailand,1,3,7,7,1,1,651-6345916,03/31/2007
Lizzie,brown,Female,New Zealand,1,1,7,7,1,1,651-7852049,01/05/2007
Kona,grey,Male,UK,1,5,6,6,6,7,651-8513429,02/14/2002
Nick,grey and black,Female,Peru,5,2,5,5,2,3,651-7150998,11/02/2006
Cobwebb,black,Female,Germany,3,1,7,7,1,5,651-2675500,09/19/2014
Sandra,salt and pepper,Female,Australia,1,3,5,5,2,3,651-8930296,11/09/2019
Chips,tabby,Female,Canada,2,7,6,2,1,1,651-2804986,10/30/2017
Cumulus,brown,Male,China,2,4,7,4,3,5,651-1999190,05/24/2016
Me,striped,Male,Germany,2,6,6,7,2,4,651-2290631,10/26/2008
Shakespeare,butterscotch,Female,USA,2,6,6,6,2,2,651-8096329,08/02/2001
Bliss,white,Male,Germany,5,1,7,7,1,1,651-5365038,06/30/2016
Cerin,brown,Male,Australia,1,3,6,6,5,7,651-4991166,05/22/2017
Natasha,grey and black,Female,France,1,5,6,4,2,1,651-3856627,06/04/2014
Ashley,salt and pepper,Female,UK,3,2,5,6,2,3,651-5678248,11/15/2016
Adissechen,grey and brown,Female,Australia,5,3,4,6,1,6,651-8572776,08/06/2004
Bean,white,Male,Germany,2,2,5,6,2,4,651-7077273,05/18/2009
Dinky,grey and brown,Female,Thailand,1,6,4,5,1,2,651-3738107,10/04/2016
Winston,grey and brown,Male,New Zealand,2,5,5,3,6,1,651-6584831,06/17/2013
Zila,tabby,Male,UK,1,3,4,7,2,1,651-3265618,07/01/2006
Abracadabra,white,Male,Peru,1,5,7,7,2,1,651-3646480,08/11/2012
Desdemona,grey and brown,Female,USA,3,3,6,4,1,2,651-6035177,05/13/2019
Coral,grey and brown,Male,Thailand,4,3,7,7,2,7,651-3976005,09/20/2009
Mo,black,Female,Thailand,5,4,6,5,3,5,651-1606549,12/04/2014
Roscoe,orange,Female,Germany,2,1,6,7,5,4,651-3145144,08/28/2014
Odette,salt and pepper,Male,Germany,1,6,7,2,1,2,651-5421711,10/02/2005
Donovan,salt and pepper,Male,USA,1,3,6,7,1,1,651-5396226,10/20/2002
Earwin,orange,Female,UK,2,4,6,4,3,2,651-3368023,02/19/2011
Chops,striped,Male,Australia,2,1,6,7,4,6,651-3684103,08/24/2013
Ayn,salt and pepper,Female,Germany,1,5,4,5,1,1,651-3243201,02/19/2013
Weenie,peaches and cream,Female,Germany,1,1,2,5,1,1,651-8161419,12/18/2006
Cecilia,salt and pepper,Female,New Zealand,1,3,4,6,5,2,651-5852803,04/18/2005
Jordan,grey,Female,UK,6,4,4,5,5,4,651-5931276,02/25/2009
Candy,grey and brown,Female,UK,3,2,7,6,1,5,651-8901517,07/08/2018
Tess,tabby,Female,Spain,4,5,5,2,1,4,651-8559832,02/09/2018
Budweiser,striped,Female,Spain,3,5,5,4,2,3,651-4919588,11/30/2019
Spook,butterscotch,Female,New Zealand,5,5,5,3,3,3,651-1910955,01/05/2011
Diva,grey and brown,Male,Germany,5,2,5,7,5,5,651-1634456,04/23/2010
Toejam,tabby,Female,Thailand,1,1,5,5,1,2,651-6340662,12/01/2005
Persephone,black,Female,New Zealand,6,4,4,4,1,1,651-7369015,12/20/2006
Bast,peaches and cream,Female,Canada,1,3,6,4,1,2,651-4217148,11/07/2017
Waylon,striped,Male,Peru,5,3,3,5,1,5,651-8848329,08/27/2016
Mishka,tabby,Female,Peru,2,1,5,7,4,6,651-5690699,06/07/2018
Chi,butterscotch,Female,Thailand,2,2,5,6,1,3,651-2589191,02/03/2010
Kittin around,salt and pepper,Female,USA,7,3,3,6,2,6,651-8510081,12/30/2013
Cottontail,grey and brown,Female,Peru,3,2,7,6,2,3,651-1783168,01/24/2013
King Timahoe,tabby,Male,Australia,1,5,4,7,6,1,651-5569413,01/30/2016
Petropolis,salt and pepper,Male,New Zealand,6,1,6,7,1,7,651-8346798,04/19/2008
Bletchley,salt and pepper,Male,Australia,6,7,1,1,7,7,651-8954592,03/19/2009
Maxi,butterscotch,Male,Canada,3,2,5,6,2,3,651-6040717,09/08/2014
Rosemary,white,Male,Germany,1,5,6,5,1,2,651-4386381,07/06/2005
Ludwid,grey and brown,Female,New Zealand,2,1,5,6,2,2,651-6846164,09/25/2004
Jangles,grey and brown,Female,China,2,1,6,6,4,6,651-8420270,12/21/2015
Juno,grey and black,Male,Australia,5,3,5,5,3,5,651-2261371,11/12/2018
Crystal,grey and brown,Male,Germany,1,1,5,7,6,1,651-2832388,08/30/2009
Zoloft,white,Male,Spain,6,2,5,5,1,1,651-3925833,06/10/2011
Patch,grey and brown,Male,Australia,1,4,3,1,1,3,651-4343357,01/31/2013
Neon,orange,Female,Canada,3,7,6,2,5,5,651-3317000,04/16/2014
Tut,salt and pepper,Female,France,1,1,7,7,1,1,651-2487973,03/10/2019
Dijon,tabby,Male,Germany,2,3,5,6,1,5,651-6099376,03/18/2011
Dean,grey,Female,Germany,2,1,7,7,4,6,651-6968337,06/08/2016
Houdini Magic Man,grey and black,Female,China,3,3,6,6,4,5,651-3868784,07/16/2004
Casanova,striped,Male,Germany,2,6,4,2,5,5,651-5530581,08/23/2013
Laura,grey,Male,France,2,6,6,3,3,3,651-4036096,08/31/2008
Cebu,salt and pepper,Male,USA,1,5,6,6,4,3,651-5376819,05/07/2015
Brooklynn,black,Female,Germany,3,4,5,4,3,3,651-2489837,11/28/2000
Horace,butterscotch,Male,Spain,2,2,6,6,2,5,651-5926051,01/06/2019
Cerin,black,Male,China,2,2,6,7,5,4,651-3741697,12/08/2003
Shakes,brown,Female,Canada,1,1,4,6,5,7,651-4822439,09/04/2012
Hammerhead,grey and black,Male,Australia,1,1,7,7,2,1,651-5581775,06/05/2018
Briar,grey and black,Female,Thailand,4,7,6,5,4,4,651-7835392,09/06/2013
Mischa,black,Female,France,2,6,6,3,1,7,651-6439968,08/03/2015
Honey,brown,Female,Australia,1,7,7,7,1,1,651-8231055,08/08/2001
Lola,white,Male,Australia,2,1,6,7,2,2,651-8780228,02/25/2001
Beauty,grey,Male,Thailand,5,1,6,7,1,2,651-3081115,05/06/2004
Munky,peaches and cream,Male,UK,3,3,6,6,6,3,651-2712142,01/25/2014
Joan,salt and pepper,Male,UK,1,4,6,5,1,2,651-4007703,04/24/2001
Tara,salt and pepper,Male,Spain,3,3,7,6,1,3,651-8500688,01/19/2015
Astrophe,peaches and cream,Male,Thailand,4,4,5,5,4,3,651-7453684,08/27/2016
Seuss,peaches and cream,Male,Germany,1,1,5,7,3,5,651-3051151,04/06/2001
Korsakov,grey,Male,Thailand,2,3,6,6,1,3,651-3684252,07/17/2018
Abraham,salt and pepper,Female,New Zealand,1,1,7,7,1,6,651-4344940,01/04/2003
Bookie,butterscotch,Male,Australia,1,1,7,7,6,6,651-3863655,02/20/2012
Gidget,butterscotch,Female,New Zealand,1,2,7,7,1,1,651-3142386,10/04/2014
Heathcliff,salt and pepper,Female,Thailand,6,7,1,1,1,3,651-2157913,10/23/2004
Indra,white,Female,China,1,1,2,4,3,2,651-3863813,12/01/2011
Tycho Brahe,peaches and cream,Female,Peru,1,1,7,7,6,2,651-5215634,12/10/2012
Amazon,black,Female,Spain,1,2,6,7,5,2,651-7704221,02/22/2015
Gareth,salt and pepper,Female,Thailand,7,7,7,7,1,4,651-4108190,01/16/2016
Meeko,tabby,Female,France,2,6,6,3,2,2,651-7481171,07/23/2002
Coffee,white,Male,Thailand,4,2,6,6,3,5,651-8026794,09/08/2018
Woody,tabby,Male,Canada,2,2,7,6,3,1,651-6661914,08/15/2015
Marbles,tabby,Male,Canada,1,5,6,4,1,2,651-4989460,07/30/2013
Mustard,grey and brown,Female,France,2,7,6,2,1,4,651-5320963,05/25/2010
Athelstan,brown,Female,New Zealand,1,1,4,7,1,4,651-2736906,01/24/2010
FiFi,salt and pepper,Female,Spain,4,4,5,5,5,3,651-4852677,01/23/2014
Morpheus,black,Male,Spain,5,1,5,6,3,6,651-3691613,01/12/2019
Chi,black,Male,Spain,1,2,5,5,4,2,651-8026997,10/30/2014
Aloha,striped,Female,Australia,2,4,6,7,5,3,651-4723448,06/16/2017
Boz,grey and black,Female,New Zealand,5,1,7,7,6,6,651-6977919,02/07/2018
Pascoe,grey and black,Male,Peru,1,7,5,3,4,1,651-8939518,07/30/2014
Dough Boy,tabby,Female,Thailand,2,2,5,7,2,2,651-8393931,12/20/2016
Brett,orange,Male,Australia,5,4,6,5,7,6,651-8275613,07/01/2018
Empress,white,Female,Germany,2,2,6,7,3,5,651-6100671,04/25/2018
Scoop,salt and pepper,Female,China,1,1,6,6,1,1,651-8164424,08/26/2014
Heshel,grey,Male,Thailand,1,4,5,4,2,2,651-6232058,03/14/2019
Nickle,brown,Female,USA,1,3,5,5,1,2,651-2674168,12/07/2001
Nutkin,grey and brown,Female,Spain,1,1,5,7,4,1,651-4159492,10/20/2011
Oriel,peaches and cream,Female,Australia,7,3,5,6,1,4,651-7926461,03/17/2019
Alaric,butterscotch,Male,New Zealand,1,3,5,5,2,5,651-3979103,10/13/2016
Just Kittin,grey and brown,Male,Spain,5,1,6,6,2,2,651-6514756,12/30/2016
Lemonade,black,Female,Germany,1,3,5,6,1,1,651-2157319,08/29/2013
Tom,tabby,Male,UK,7,7,2,5,1,5,651-2218285,03/25/2019
Kepler,tabby,Male,Thailand,7,5,1,5,7,7,651-7358091,11/17/2012
Cobber,black,Male,China,1,4,5,4,4,6,651-1572493,06/27/2008
Sizzles,peaches and cream,Female,UK,4,5,6,5,5,3,651-1815436,01/05/2018
Clawsome,white,Male,Spain,3,5,5,4,5,5,651-5486031,11/15/2014
Boodles,salt and pepper,Female,France,2,5,6,5,1,3,651-8268503,03/05/2016
Crusoe,black,Male,USA,1,7,7,7,4,7,651-5822442,07/25/2010
Fairway,grey,Female,France,1,6,6,6,1,1,651-8400817,01/18/2014
Snickerdoodle,grey,Female,France,2,1,7,7,6,1,651-7222081,07/08/2007
Nibble,tabby,Male,Spain,2,3,5,5,1,2,651-4555183,08/03/2016
Balzac,grey,Female,China,4,5,5,1,4,4,651-7675502,12/24/2010
Elvira,orange,Female,Germany,3,6,4,5,2,3,651-4150636,01/02/2018
Tina,peaches and cream,Female,Canada,2,1,7,7,1,7,651-8365723,08/02/2012
Aurora,tabby,Male,UK,1,5,6,5,6,2,651-2212246,05/08/2018
Jammer Bammer,grey and black,Female,Spain,2,4,6,5,1,2,651-5149048,11/05/2006
Icabod,tabby,Male,Thailand,7,7,7,4,7,1,651-5284890,05/26/2016
Raggady Ann,butterscotch,Male,USA,7,7,6,5,1,2,651-5107458,02/05/2020
Virgil,white,Male,USA,4,3,4,6,3,3,651-6443357,07/24/2017
Flash,orange,Female,USA,5,3,6,5,5,1,651-7952493,09/27/2013
Misty BLu,orange,Female,China,3,5,5,5,2,5,651-1983649,12/06/2018
Herbal,tabby,Male,Spain,2,5,5,5,3,3,651-3576487,05/25/2010
Isolda,butterscotch,Male,France,3,4,5,6,4,6,651-2777351,02/07/2002
Anchovy,grey and black,Female,USA,4,3,7,6,5,4,651-5288887,04/26/2010
Treasure,grey and brown,Female,New Zealand,2,2,6,7,3,3,651-8169738,06/01/2013
Jada,grey,Male,Peru,1,1,7,7,6,2,651-8846135,07/15/2008
Melanie,black,Female,USA,1,1,7,7,5,4,651-4262925,11/14/2005
Curly,brown,Female,Thailand,2,2,6,7,5,4,651-8566413,04/05/2018
Rapunzel,black,Female,Thailand,5,3,5,6,1,3,651-8645822,08/11/1999
Challis,salt and pepper,Female,Canada,6,3,6,6,1,4,651-6899927,06/11/2007
Fenster,grey and brown,Female,Germany,2,5,5,3,2,2,651-2318030,12/13/2010
Dr. Spock,peaches and cream,Male,Australia,2,1,6,7,2,7,651-5598503,01/18/2016
Geordi,tabby,Female,Spain,2,2,6,6,2,2,651-8719976,04/20/2010
Bayou,peaches and cream,Female,USA,1,1,5,6,1,3,651-6047871,09/24/2012
Ginseng,striped,Female,Canada,4,5,5,5,5,3,651-6389074,07/03/2015
Clint,black,Female,Germany,3,2,6,6,3,4,651-8607260,06/04/2016
Moustache,brown,Female,Thailand,3,3,4,5,2,3,651-7578396,05/21/2002
David Meowie,orange,Male,Canada,2,7,7,7,1,2,651-2124966,12/16/2009
Sade,peaches and cream,Female,France,1,5,6,5,1,1,651-3109659,06/02/2007
Daisy,black,Female,China,1,6,5,2,1,2,651-7253655,09/20/2008
Collins,black,Male,New Zealand,2,1,6,5,1,6,651-6852550,11/15/2012
Conway,white,Male,Peru,1,1,5,7,2,3,651-6017046,07/03/2011
Isabellick,grey and brown,Male,Australia,1,1,6,6,1,5,651-1640902,01/28/2002
Atticus,white,Female,China,2,5,2,3,5,5,651-1639584,04/22/2011
Mishka,brown,Female,UK,1,1,7,7,4,1,651-3499945,03/18/2017
Macho,orange,Female,USA,2,1,5,6,4,1,651-8691599,05/25/2013
Bodacious,salt and pepper,Female,Australia,1,5,1,6,7,1,651-5403730,10/29/2012
Grover,butterscotch,Female,Peru,3,4,4,4,2,5,651-5357705,02/25/2006
Sir Sheds-A-Lot,peaches and cream,Female,Australia,4,5,6,2,2,4,651-8330153,06/26/2010
Abukar,striped,Male,China,1,3,6,7,2,2,651-8858448,12/10/2017
Clifford,grey,Female,Peru,1,4,5,5,2,7,651-7441794,05/14/2011
DC,tabby,Female,Peru,1,7,7,3,6,5,651-7769683,03/30/2006
Crumpet,butterscotch,Female,New Zealand,3,5,5,5,2,5,651-1637653,03/15/2014
Avalon,peaches and cream,Male,Canada,2,2,2,7,3,4,651-1747486,01/20/2013
Sissy,white,Male,Peru,3,2,6,7,3,4,651-3028989,03/07/2019
Oreo,salt and pepper,Male,China,1,3,3,6,1,5,651-7917039,09/22/2017
Rumba,orange,Male,Australia,2,2,6,6,1,1,651-3861084,09/13/2006
Clementine,brown,Female,China,2,6,3,3,4,5,651-6890062,04/30/2013
Galileo,grey and brown,Male,UK,1,2,5,6,1,7,651-4949483,06/10/2009
General Sherman,brown,Male,Australia,1,6,6,5,2,5,651-7956191,12/31/2000
Warren,peaches and cream,Male,Spain,1,6,5,2,1,2,651-3246344,08/26/2018
Isolda,grey and black,Male,New Zealand,1,7,1,4,1,7,651-8929708,07/29/2005
Raisin,black,Female,UK,5,6,5,1,1,3,651-5992670,04/19/2014
Chubbs,salt and pepper,Male,New Zealand,2,7,5,1,3,6,651-5149467,03/24/2016
FiFi,striped,Female,Canada,7,3,5,3,5,5,651-3980755,02/13/2018
Abyaz,peaches and cream,Female,New Zealand,2,4,7,4,1,1,651-3602174,03/14/2013
Bundy,grey,Male,Australia,6,6,7,6,5,7,651-2812092,12/02/2014
Muzby,butterscotch,Female,Germany,2,3,5,5,1,6,651-5818163,04/05/2012
Chilli,tabby,Male,Canada,7,7,3,4,1,7,651-5385219,09/24/2012
Spike,tabby,Male,China,1,2,7,5,1,3,651-6197105,11/09/2007
Toya,butterscotch,Female,Thailand,1,6,6,6,1,2,651-3494872,08/10/2001
Zipper,striped,Female,USA,1,1,7,6,1,5,651-7846183,12/19/2016
Elvis Catsley,striped,Male,USA,2,2,5,7,2,2,651-5231540,07/29/2007
Boneprone,orange,Female,New Zealand,4,7,4,1,5,5,651-3031382,04/27/2016
Jethro,black,Female,Peru,5,2,3,5,2,3,651-3806777,12/04/2014
Chicken,tabby,Female,Canada,6,1,5,2,7,7,651-1896039,11/06/2014
Chelsea,butterscotch,Female,Spain,5,5,5,5,2,5,651-1608393,09/25/2018
Cactus,peaches and cream,Male,Thailand,1,2,6,7,6,3,651-3857770,05/05/2015
Albert,brown,Female,USA,1,1,6,7,6,5,651-8048321,04/08/2014
Nickle,brown,Male,France,2,6,1,5,2,4,651-4627367,06/10/2015
Othello,tabby,Male,USA,4,2,6,6,5,6,651-5587724,10/28/2013
Bibi,grey and black,Female,China,4,5,6,3,2,3,651-4460690,03/17/2008
Huggie,butterscotch,Female,Thailand,3,5,6,2,1,1,651-6154315,03/16/2006
Domesticat,grey and black,Female,Spain,2,3,6,5,3,3,651-3559432,09/15/2014
Calypso,grey and black,Male,Germany,1,5,5,5,2,5,651-4850105,11/22/2003
Sparkle,peaches and cream,Male,Thailand,2,6,5,7,3,4,651-5570403,07/29/2011
Mab,black,Male,New Zealand,1,5,5,3,5,3,651-2180419,09/20/2001
Shiitake,white,Female,Canada,5,7,6,2,1,3,651-5620760,07/15/2004
Flash,tabby,Female,Spain,1,1,7,7,1,1,651-2727198,11/19/2012
Madam X,striped,Female,UK,2,1,6,7,5,6,651-4130491,01/28/2018
Tweedledum,peaches and cream,Male,New Zealand,1,6,3,5,2,6,651-4586798,01/30/2015
Harry,striped,Female,Canada,1,2,6,4,1,1,651-3664345,12/26/2014
Big Boy,white,Male,New Zealand,2,3,6,3,1,4,651-2837057,11/11/2001
Boodles,grey and brown,Male,Spain,2,2,5,5,2,4,651-8162415,08/23/2012
Grumble,striped,Male,Germany,6,4,7,6,2,6,651-1557545,06/01/2018
Cherry Tree,striped,Female,Australia,1,5,7,7,1,2,651-8496616,11/29/2010
Caviar,brown,Female,Peru,1,1,7,6,2,6,651-4081883,06/05/2011
Meowser,striped,Female,Australia,7,7,5,4,1,2,651-5625078,11/27/2011
Mijbil,grey and black,Female,China,3,2,6,5,2,7,651-7365880,02/18/2020
Freckles,salt and pepper,Female,UK,2,6,6,5,2,5,651-7852096,07/28/2003
Percy,tabby,Male,USA,3,6,7,1,1,7,651-3293152,08/26/2016
Kosta Lot,grey,Male,UK,2,6,7,4,2,7,651-1610171,05/06/2010
Cocoa,butterscotch,Male,Peru,3,2,5,6,2,5,651-6301744,12/11/2001
CC,grey,Male,Thailand,3,1,5,6,1,6,651-6284442,03/27/2007
Dizzy,butterscotch,Male,Germany,3,7,7,1,1,1,651-3558890,12/30/2005
Mungo,brown,Female,Australia,1,7,6,5,1,2,651-5572896,03/18/2011
Tiki,striped,Female,France,1,5,6,5,2,4,651-2511400,10/21/2010
Tazz,grey,Female,Peru,5,6,7,3,1,1,651-7198739,11/28/2018
Chatterbox,peaches and cream,Female,Spain,5,1,5,7,1,1,651-8523537,02/20/2017
Shawnee,tabby,Male,UK,4,2,5,6,2,4,651-1785889,06/12/2000
Pins,peaches and cream,Female,Spain,1,5,7,7,3,3,651-7949690,07/28/2007
Stretch,salt and pepper,Male,UK,1,1,7,7,1,3,651-4600220,09/22/2010
Majesty,striped,Male,UK,2,1,5,7,2,5,651-6459178,12/29/2016
Percy,grey,Male,Australia,4,1,6,7,5,5,651-3054930,05/08/2015
Catpernicus,grey and black,Female,USA,1,5,7,3,2,3,651-6571451,06/29/2014
Your Highness,tabby,Female,New Zealand,2,2,5,5,1,1,651-5090705,02/11/2008
Zowie,brown,Female,UK,6,5,5,2,2,6,651-8677682,02/06/2004
Pandu,striped,Female,Germany,5,2,5,5,6,5,651-6327002,09/29/2015
Aurora,white,Male,France,1,1,7,7,5,3,651-4334419,01/28/2010
Acapulco,grey and black,Female,France,5,5,5,5,2,1,651-6390959,03/29/2000
CJ,tabby,Male,China,1,1,6,7,6,1,651-3773365,08/08/2004
Amira,black,Male,Australia,1,7,7,1,6,2,651-8383509,02/02/2015
Harley,salt and pepper,Female,UK,4,2,6,7,1,3,651-4876886,10/30/2018
Debbie,tabby,Male,Spain,2,1,6,6,1,2,651-7201205,12/01/2019
Bashful,peaches and cream,Female,Germany,6,2,5,6,2,7,651-8707026,05/02/2011
Zenda,salt and pepper,Female,Spain,1,2,6,7,5,7,651-8586660,06/01/2019
Moby,orange,Female,UK,4,4,5,5,2,4,651-7771977,08/23/2013
Bruiser,striped,Female,France,1,4,5,3,3,6,651-3924958,09/26/2015
Isaac,butterscotch,Female,Australia,1,1,7,7,1,1,651-5678053,08/06/2015
Achal,striped,Male,Germany,2,1,4,1,2,6,651-7277387,02/16/2018
Liam,orange,Male,Peru,1,2,2,6,1,3,651-8499161,07/31/2007
Castro,grey and brown,Female,USA,2,1,7,7,1,4,651-1991755,02/13/2011
Legs,salt and pepper,Female,USA,1,4,7,5,1,1,651-4331388,10/22/2002
Ambika,grey and brown,Female,New Zealand,2,2,7,7,2,2,651-2240921,11/11/2016
Ashley,brown,Female,New Zealand,1,7,7,1,6,1,651-5360090,02/12/2013
Nibbles,grey and brown,Male,France,1,5,7,7,1,3,651-5764074,05/13/2008
Ziggles,peaches and cream,Male,Canada,5,5,5,5,4,2,651-5832409,08/09/2002
Dizzy,butterscotch,Male,Thailand,1,1,6,5,5,5,651-3899281,01/23/2020
Zabar,grey and black,Female,Thailand,2,7,7,3,7,2,651-1528588,04/14/2007
Cheerio,brown,Male,Canada,4,6,6,2,4,1,651-4817495,09/20/2010
Abigail,black,Female,Spain,1,1,7,5,4,2,651-7990132,09/22/2013
Emma,butterscotch,Female,USA,3,6,5,2,5,5,651-5594541,01/25/2010
Pandora,grey and black,Female,Peru,1,1,5,7,5,3,651-2204098,12/29/2016
Cassidy,grey,Female,Germany,1,1,5,6,1,6,651-2724196,09/12/2018
Stinkerbell,brown,Female,Thailand,1,6,7,7,1,7,651-4184929,06/13/2019
Jangles,orange,Female,Thailand,2,2,5,7,2,3,651-4344238,09/28/2018
Nuts,brown,Male,Australia,1,5,3,5,1,4,651-5910580,03/26/2018
Clawdia,black,Male,France,1,4,6,6,1,3,651-6248430,09/08/2014
Ambrose,striped,Male,France,1,1,7,7,2,2,651-3766178,08/07/2006
Crumpet,peaches and cream,Male,Peru,3,6,7,2,2,5,651-6440685,04/19/2014
Alba,grey and brown,Female,USA,3,3,5,5,2,2,651-3856659,02/26/2017
Darcy,striped,Female,Peru,2,3,7,6,2,1,651-8426885,01/06/2016
Blossom,grey and black,Female,Peru,1,7,5,1,2,4,651-2688033,11/09/2017
Godzilla,salt and pepper,Male,China,1,7,7,1,1,7,651-8995530,10/31/2014
Indi,black,"",Spain,5,1,7,7,1,1,651-1831374,09/09/2003
Chloe,white,Female,USA,3,4,5,4,6,3,651-8788698,12/23/2012
Constantine,black,Male,USA,1,5,7,5,1,1,651-4839892,10/12/2007
Jean-Paul,peaches and cream,Female,Peru,7,5,5,5,2,2,651-2456335,01/19/2005
Ovidius,grey,Female,Australia,2,3,5,5,3,3,651-4926491,01/17/2015
Barley,white,Male,France,1,6,5,5,4,3,651-4465353,09/27/2019
Casanova,grey and brown,Male,Canada,1,1,7,7,4,2,651-6913706,09/27/2011
Dobby,peaches and cream,Male,Spain,4,2,7,6,6,3,651-4485454,08/28/2011
Angelicat,butterscotch,Male,Canada,2,2,4,6,3,6,651-6656019,04/17/2008
Baccardi,grey and black,Female,Peru,3,3,6,6,3,4,651-8500638,06/01/2000
Granita,striped,Female,New Zealand,5,7,5,5,4,3,651-2518678,07/28/2015
Alaric,striped,Female,Germany,4,3,5,5,2,7,651-3044438,06/19/2011
Nacho,peaches and cream,Female,Australia,2,5,6,2,1,1,651-1863355,01/04/2004
Lachlan,striped,Male,Germany,2,1,5,5,5,2,651-8637317,07/18/2014
Tango,grey and brown,Female,China,2,2,5,6,2,2,651-7476578,01/13/2005
Acorn,brown,Female,Thailand,2,6,3,3,2,2,651-1525253,05/05/2001
Strudel,grey and black,"",New Zealand,1,1,7,7,1,1,651-2605186,05/29/2013
Bangkok,grey,Female,Canada,1,3,6,6,1,5,651-6814346,11/09/2003
Crystal,salt and pepper,Male,France,1,2,6,5,3,5,651-7690119,02/06/2015
Griphook,salt and pepper,Female,France,1,5,6,4,1,1,651-6319567,10/05/2002
Detroit,butterscotch,Female,Spain,1,6,3,1,1,2,651-7396263,04/20/2017
Eartha,brown,Male,New Zealand,5,5,5,5,1,3,651-1889419,11/08/2017
Bartholomew,brown,Female,France,1,1,7,7,1,1,651-1659572,02/22/2016
Ivy- Boo boo,grey,Male,France,3,3,5,5,3,5,651-4758443,04/29/2011
Edur,peaches and cream,Female,UK,1,1,6,5,1,5,651-7161352,01/07/2013
Lucky,white,Male,USA,6,5,4,6,6,6,651-5377679,11/13/2003
Irene,salt and pepper,Female,Spain,1,1,7,2,1,1,651-5994218,11/23/2015
Won Ton,grey and brown,Male,France,2,2,5,7,1,4,651-4653926,10/02/2003
Catillac,white,Female,UK,1,2,6,6,1,1,651-3654085,08/09/2017
Comrade,grey and black,Male,New Zealand,6,1,5,7,1,5,651-4714383,04/15/2018
Diamond,grey and brown,Male,UK,5,7,2,5,4,2,651-1813616,08/05/2000
Macduff,grey and brown,Male,Australia,3,2,5,6,1,5,651-2069100,10/26/2002
Molly,butterscotch,Male,UK,5,5,5,4,3,3,651-6592088,11/16/2003
Karen,grey and black,Female,USA,2,2,2,6,2,2,651-6039753,02/20/2010
Cromwell,grey and black,Female,France,1,5,2,5,6,5,651-5618079,02/27/2000
Bundy,orange,Unsure,Germany,1,5,5,5,2,1,651-2199189,07/18/2008
Zu-Zu,grey and black,Female,USA,4,2,7,7,5,5,651-8179133,10/15/2004
Sinbad,grey and brown,Male,UK,2,1,7,7,5,1,651-1954761,07/28/2015
Monkey,black,Male,Canada,1,1,5,7,3,3,651-6169390,03/07/2010
Tater Bug,grey and brown,Female,USA,1,1,5,7,1,1,651-2921247,08/23/2008
TJ,grey and black,Female,Peru,7,5,2,2,6,5,651-5623925,10/06/2009
Tycho Brahe,grey and black,Female,USA,3,3,3,5,1,1,651-2498149,03/01/2018
Aloysia,salt and pepper,Female,Canada,7,4,5,4,6,3,651-7422479,03/09/2015
Amber,grey,Female,Germany,1,6,6,2,2,1,651-2941200,02/05/2003
Dartagnan,grey,Female,USA,2,2,6,6,4,2,651-6287635,10/15/2017
Benjamin,grey and brown,Female,Germany,3,6,6,1,1,1,651-3963273,08/30/2013
Cosmo,salt and pepper,Male,Peru,1,1,7,7,3,6,651-4275974,05/02/2013
Pawndemonium,black,Female,Peru,3,6,7,1,2,4,651-5711111,07/02/2017
Twinkles,peaches and cream,Male,France,7,3,6,5,2,6,651-4323083,03/18/2009
Jabberwocky,brown,Female,USA,1,1,6,5,1,2,651-8676640,03/03/2002
Enya,peaches and cream,Female,Australia,1,1,7,6,1,1,651-2968671,04/18/2019
Earvin,grey and black,Female,Spain,1,6,7,2,1,4,651-3071423,10/30/2005
Gary,peaches and cream,Male,Peru,5,3,6,6,3,5,651-1760391,09/03/2002
Bitty,striped,Male,USA,5,2,6,6,5,6,651-4944670,01/06/2017
Jabber,salt and pepper,Male,Australia,4,4,4,4,4,1,651-1535014,01/11/2019
